"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"CAALFM_C100170WA",3308.83275892657,-0.00164360720037537,0.0564648789800062,0.743996155034892,0.99970875222106
"CAALFM_C100180WA",64266.9044981682,-0.00328012171632109,0.056607779589537,0.741221456709379,0.99970875222106
"CAALFM_C100190CA",33.9608322776516,-0.00300116415359455,0.0566594462278264,0.423955026603133,0.99970875222106
"CAALFM_C100200CA",79.7983210423639,-0.00207780280635695,0.0563588279949659,0.741025369254463,0.99970875222106
"CAALFM_C100210CA",4395.39248768198,6.83168618082223e-05,0.0555833799430702,0.988128553567385,0.99970875222106
"CAALFM_C100220WA",16074.9541181941,0.00802052149260031,0.0563194116384651,0.478117516868101,0.99970875222106
"CAALFM_C100230CA",954.133841063475,-0.00671784226598798,0.0539432349430545,0.705856303191114,0.99970875222106
"CAALFM_C100240CA",25.9449023465294,-0.00155602162823847,0.0566204530801477,0.595906177269616,0.99970875222106
"CAALFM_C100320WA",611.31817133918,0.00908329638823225,0.0559112150515193,0.508766290656653,0.99970875222106
"CAALFM_C100330CA",1247.31246707112,0.00197186714347492,0.0540083223354217,0.906241334499741,0.99970875222106
"CAALFM_C100340WA",2123.77944038607,-0.00111723033578349,0.0563641850430181,0.844218306439319,0.99970875222106
"CAALFM_C100350CA",2870.87421010888,0.00285281698895815,0.0565384172558673,0.580536721085566,0.99970875222106
"CAALFM_C100360WA",568.348717351568,-0.0318551407920017,0.0609863719726209,0.20670655932716,0.99970875222106
"CAALFM_C100370WA",26.3453402992117,-0.000501749854908449,0.0564049478485423,0.923846404222973,0.99970875222106
"CAALFM_C100380CA",1125.93735849013,-0.00196929574952653,0.0544014636178646,0.897713499277732,0.99970875222106
"CAALFM_C100390WA",965.606609336878,0.00606208541643632,0.0553317272124099,0.661701559700189,0.99970875222106
"CAALFM_C100400WA",4313.95720479717,-0.00303162120688294,0.0553191217332879,0.806926511377907,0.99970875222106
"CAALFM_C100410CA",2137.4335782271,0.000259785361345748,0.0532071024618581,0.989273240478259,0.99970875222106
"CAALFM_C100420WA",1812.62045519014,-0.000459128047363375,0.0562944726492611,0.938972101678797,0.99970875222106
"CAALFM_C100430WA",928.784687433239,-0.00205749949340382,0.0553881189418993,0.84260698039648,0.99970875222106
"CAALFM_C100440WA",4735.67861179851,0.0129935957735845,0.0552645008694683,0.597365832716928,0.99970875222106
"CAALFM_C100450CA",2285.96381995071,-0.00363616945256816,0.0560855661933675,0.685940612568847,0.99970875222106
"CAALFM_C100460WA",2809.4704725446,-0.00217186727685257,0.0562396005822223,0.763799063666382,0.99970875222106
"CAALFM_C100470CA",962.586605526571,0.00942988504137054,0.0543546790013013,0.587070014548755,0.99970875222106
"CAALFM_C100480CA",4385.98378769745,-0.00161275744293174,0.0563195020832585,0.799500964547237,0.99970875222106
"CAALFM_C100490CA",4844.75600577357,0.000409386417578445,0.0563536890403623,0.96780728114147,0.99970875222106
"CAALFM_C100500CA",5025.22264666047,-0.000441967181525642,0.0560796240922158,0.952193570677771,0.99970875222106
"CAALFM_C100510WA",1194.90491026333,-0.00285655332893801,0.0563489919958745,0.674861769075995,0.99970875222106
"CAALFM_C100520WA",808.216113094073,0.00171462200759135,0.0552555630369164,0.887458113771324,0.99970875222106
"CAALFM_C100530CA",935.782653275805,-0.00328019577996115,0.0553747732663852,0.787982844069926,0.99970875222106
"CAALFM_C100540CA",1336.80713195087,-0.000945260472387796,0.0561227425395677,0.900578664965608,0.99970875222106
"CAALFM_C100550WA",739.672282606754,0.00353127297843893,0.0564379079398638,0.596488639836313,0.99970875222106
"CAALFM_C100560WA",1078.15562677208,-0.000122097400732372,0.0564987531326233,0.971217942819076,0.99970875222106
"CAALFM_C100570CA",440.808955198735,0.0089363957750989,0.0563790556988774,0.437805667381144,0.99970875222106
"CAALFM_C100580WA",409.349358338205,0.000674597268478232,0.0563355241476883,0.916690550389948,0.99970875222106
"CAALFM_C100590WA",23623.1020706755,-0.000609628116162291,0.0565250791988581,0.870793341607008,0.99970875222106
"CAALFM_C100600WA",1235.81932394665,0.00657193241639254,0.0548286519889301,0.672675324335001,0.99970875222106
"CAALFM_C100610WA",3498.15303582359,0.00141608786459162,0.0559545514344502,0.859345463201912,0.99970875222106
"CAALFM_C100620WA",1200.00264335807,-0.00255527144602809,0.0540523919686371,0.874116318109688,0.99970875222106
"CAALFM_C100630WA",322.720568986342,0.0026427879261276,0.0565250405587014,0.609419816409589,0.99970875222106
"CAALFM_C100640CA",4792.24347288788,-0.000754586880867717,0.0565408408674897,0.836428726335619,0.99970875222106
"CAALFM_C100650CA",2082.37897062711,0.00436244976969154,0.0552918804757106,0.741274380885918,0.99970875222106
"CAALFM_C100660CA",1233.77607777728,0.00345387346411227,0.0553117997078644,0.781821309996058,0.99970875222106
"CAALFM_C100670CA",358.959149177748,0.00695304184605453,0.0565225040125434,0.452542131512986,0.99970875222106
"CAALFM_C100680WA",314.940161448452,0.000823714911874114,0.0540098675370612,0.961115151809075,0.99970875222106
"CAALFM_C100690WA",512.440703746806,0.00564004555336989,0.0564161997555722,0.511848854237172,0.99970875222106
"CAALFM_C100700WA",937.5340708333,-0.00153020126080264,0.0563822987592551,0.794593787551772,0.99970875222106
"CAALFM_C100710CA",9583.07391344745,-0.00597600570176946,0.0539035824267616,0.732830392805233,0.99970875222106
"CAALFM_C100720WA",4.41119356300452,-0.00317546877961581,0.0567013677041611,0.337670040574024,0.99970875222106
"CAALFM_C100730CA",2183.39639311372,0.00215397735803405,0.0538371144950425,0.899781578153115,0.99970875222106
"CAALFM_C100740CA",4511.41875129163,-0.00303215622917594,0.0563342561592102,0.665205951164837,0.99970875222106
"CAALFM_C100750CA",1192.86742927303,0.00341541895356466,0.0563100163724316,0.652416819209484,0.99970875222106
"CAALFM_C100760WA",932.037662626176,8.4078856464781e-05,0.0554183288751208,0.996384068306722,0.99970875222106
"CAALFM_C100770CA",298.039338721804,0.00265756650659819,0.0556477283950093,0.814800191677622,0.99970875222106
"CAALFM_C100780CA",109.519841686614,0.00276982388429667,0.0565391868471021,0.58662774997166,0.99970875222106
"CAALFM_C100790WA",120.356053566929,-0.00321883542193689,0.0558148680713205,0.753838185687788,0.99970875222106
"CAALFM_C100800CA",2166.87219045882,-0.000866497164803392,0.0564151590190998,0.86968204395255,0.99970875222106
"CAALFM_C100810WA",314.371556826911,-0.000540734152233443,0.0557478152622431,0.954684456191511,0.99970875222106
"CAALFM_C100820WA",173.536580101859,0.00108530805892678,0.0554910630578309,0.925042445726669,0.99970875222106
"CAALFM_C100830WA",355.45855192753,0.00126323192399194,0.0564855446785086,0.794659995292766,0.99970875222106
"CAALFM_C100840CA",1662.29013637186,-0.00182996722202164,0.0547148280719017,0.898276998823139,0.99970875222106
"CAALFM_C100860WA",329.923995371788,-0.00339330266862871,0.0562798484843113,0.656501640009658,0.99970875222106
"CAALFM_C100870WA",2223.06653784926,0.0038788895671038,0.056388399945845,0.596645190822073,0.99970875222106
"CAALFM_C100880WA",116.682602675864,0.00277900692249392,0.0564265439191008,0.655262567665422,0.99970875222106
"CAALFM_C100890WA",692.408834257873,0.00226242009567784,0.0546708604166839,0.88226306778995,0.99970875222106
"CAALFM_C100900WA",1470.53820963455,-0.000260548945358903,0.0565891143647038,0.920267627478239,0.99970875222106
"CAALFM_C100910WA",344.562402037475,-0.00303417361774885,0.0561469404691432,0.713542751690815,0.99970875222106
"CAALFM_C100920WA",833.142270557584,-0.000726171353479929,0.0537846843311385,0.959132777088771,0.99970875222106
"CAALFM_C100930CA",5534.58104254028,0.0064605481061864,0.0551804781824927,0.656712901264557,0.99970875222106
"CAALFM_C100940WA",866.58537405199,-0.0034565451586808,0.0561979124969371,0.672993679797403,0.99970875222106
"CAALFM_C100950CA",4763.85297678751,0.0111697459902344,0.0545928053634463,0.554543469888471,0.99970875222106
"CAALFM_C100960CA",1379.37414454536,0.0103931861239827,0.0535605510440361,0.581245530729199,0.99970875222106
"CAALFM_C100970WA",148.651820424804,-0.00822145632531409,0.0557314346602909,0.546702182327991,0.99970875222106
"CAALFM_C100980WA",1159.26754398367,-0.00259229143523297,0.0564343847937603,0.659304640298295,0.99970875222106
"CAALFM_C100990CA",2908.96938757507,-0.000885101746599753,0.0565276435024554,0.820813756471195,0.99970875222106
"CAALFM_C101000CA",504.336497363163,-0.00362858514761165,0.055180995194066,0.781361643881157,0.99970875222106
"CAALFM_C101010WA",2823.5198320946,-0.000917605292751853,0.0563640438315431,0.871475257007896,0.99970875222106
"CAALFM_C101030WA",4081.74999577116,-0.000407379954886246,0.0565721144000393,0.891676720561075,0.99970875222106
"CAALFM_C101040WA",783.29141578757,0.000250964778974325,0.0564483772129862,0.965022507475618,0.99970875222106
"CAALFM_C101050CA",2964.27720636096,0.00589154847247726,0.0528299883218429,0.768832442052205,0.99970875222106
"CAALFM_C101060WA",13937.3965503889,-0.0131767012203231,0.0554639088197087,0.479184502506782,0.99970875222106
"CAALFM_C101070CA",885.678222370033,0.0368339886341847,0.0660966226296416,0.135177613362169,0.99970875222106
"CAALFM_C101080WA",403.642411253973,-0.000541037384321549,0.0557113251942132,0.954002524129425,0.99970875222106
"CAALFM_C101090CA",965.911306736522,-0.00108921198138076,0.0562579708707175,0.868343391544667,0.99970875222106
"CAALFM_C101100WA",1158.63065950121,0.00385159889833777,0.0560192990174468,0.689971509902535,0.99970875222106
"CAALFM_C101110CA",3110.55274102276,-0.00077707546116345,0.0565485541532068,0.828034306859204,0.99970875222106
"CAALFM_C101130WA",908.794154261173,0.0104595472965391,0.0558025631223383,0.488142662612621,0.99970875222106
"CAALFM_C101140CA",1793.24461137021,0.00156064472173869,0.0565251560346812,0.73254794836173,0.99970875222106
"CAALFM_C101150CA",1325.46623164568,-0.000735548881231882,0.0565111805791917,0.856457867035473,0.99970875222106
"CAALFM_C101160CA",992.078229787001,-0.000689330020061401,0.0565290778811758,0.857008618952291,0.99970875222106
"CAALFM_C101170CA",982.03883971702,-0.00164182464384865,0.0563900112989365,0.776328740034578,0.99970875222106
"CAALFM_C101180CA",57.4307830838092,-0.000942231162587578,0.0564283151493303,0.855673228424371,0.99970875222106
"CAALFM_C101190CA",1048.792509454,0.00056663942701404,0.0553783517596935,0.963771456405858,0.99970875222106
"CAALFM_C101200WA",671.350024300583,0.0124559249521287,0.0559612888031214,0.445952927086946,0.99970875222106
"CAALFM_C101210WA",1071.71281375727,0.00530624383053743,0.0555471054651762,0.673513771715769,0.99970875222106
"CAALFM_C101220CA",46.1881171950477,0.00242203692904002,0.0566659909851534,0.421884201996196,0.99970875222106
"CAALFM_C101240WA",497.98242021409,0.000345628317396424,0.0559388448336239,0.9717564974382,0.99970875222106
"CAALFM_C101250WA",3311.91739247659,0.00176404494009065,0.0558729729954417,0.856519191704081,0.99970875222106
"CAALFM_C101260CA",166.241002465878,0.00409103337153287,0.0558301746661279,0.702837357912532,0.99970875222106
"CAALFM_C101270WA",716.139527628113,0.00329190172146914,0.0559226533736272,0.770229771131667,0.99970875222106
"CAALFM_C101280CA",134.590520435642,-0.0072206870714792,0.0557729769853346,0.572039081723826,0.99970875222106
"CAALFM_C101290CA",385.525596985976,0.00197960404306205,0.0563130312472766,0.771387749623758,0.99970875222106
"CAALFM_C101300WA",3160.90591560618,0.0014493941118344,0.0558420511274403,0.885085955596438,0.99970875222106
"CAALFM_C101320WA",4746.19945238578,-0.00259120029237373,0.055407602656633,0.826474498565335,0.99970875222106
"CAALFM_C101330CA",2293.88372696787,-0.00937452848216324,0.0565525847462876,0.414594435169661,0.99970875222106
"CAALFM_C101340CA",285.815533625544,0.000887944588921607,0.0563792932186763,0.877556313838963,0.99970875222106
"CAALFM_C101350CA",31720.5615066547,-0.000956060593667723,0.056485051137099,0.828835266180617,0.99970875222106
"CAALFM_C101360CA",2963.37340004837,0.00218577716074812,0.0565458233757983,0.636711997011094,0.99970875222106
"CAALFM_C101370CA",28694.3624982096,0.0013915411485568,0.056464935932946,0.588614090513805,0.99970875222106
"CAALFM_C101380CA",1222.67364086831,-0.00040600887670943,0.0565953593768422,0.872984665546041,0.99970875222106
"CAALFM_C101390CA",1003.04819226921,0.00453290034975624,0.0551120360758494,0.7479604180963,0.99970875222106
"CAALFM_C101400CA",1411.94510989786,0.00313090659262464,0.055632386024163,0.782779540744061,0.99970875222106
"CAALFM_C101420CA",1088.81657230259,-0.000190401462126266,0.0543022905043137,0.979034084753723,0.99970875222106
"CAALFM_C101440CA",54.0526734606725,-0.0034283407054074,0.0566731617449372,0.400997647834926,0.99970875222106
"CAALFM_C101450WA",2727.43996688983,-0.00149606338025139,0.0562147482355891,0.818592028071916,0.99970875222106
"CAALFM_C101460WA",1032.16664851242,0.0137829920203902,0.0559180574911069,0.431151313750087,0.99970875222106
"CAALFM_C101470WA",3011.70384870222,-0.00115133113267805,0.0560862072295155,0.888752936105933,0.99970875222106
"CAALFM_C101480CA",67167.5138817759,-0.00588664856908622,0.056950902336287,0.791667583019112,0.99970875222106
"CAALFM_C101490WA",7202.1488464644,0.00272619272287688,0.0563481664898326,0.693065722509407,0.99970875222106
"CAALFM_C101510WA",40.3810529878777,0.000578997811576448,0.0565041696268652,0.896748547904231,0.99970875222106
"CAALFM_C101520CA",5658.01704801676,0.0117280866488839,0.0550026769357427,0.514216398760063,0.99970875222106
"CAALFM_C101530CA",8434.79979128767,-0.000543384225487072,0.0564991621523347,0.893319291831834,0.99970875222106
"CAALFM_C101540WA",1138.84096578217,0.00483447735670445,0.0563346806148348,0.566320243612083,0.99970875222106
"CAALFM_C101550WA",1056.17521027971,0.00688150216148459,0.0549552370649209,0.645849658497476,0.99970875222106
"CAALFM_C101560WA",2218.24467386613,0.00491173097697392,0.0551388393941568,0.717943156392301,0.99970875222106
"CAALFM_C101570CA",1783.87042027386,-0.00191757595976641,0.0561512191163483,0.803976265439354,0.99970875222106
"CAALFM_C101580WA",1862.69169386754,-0.00113756093856049,0.056450770237293,0.817682714240849,0.99970875222106
"CAALFM_C101590CA",7032.52909870975,0.000357779663580928,0.0538572220245541,0.979830087900701,0.99970875222106
"CAALFM_C101600WA",2389.27699933202,-0.00089764622435975,0.0565088183742702,0.829363706177892,0.99970875222106
"CAALFM_C101610CA",147.105316339798,0.00303323873824645,0.0565721220281362,0.541060642717039,0.99970875222106
"CAALFM_C101620CA",366.998024601482,-0.00215177679098965,0.0560205876250831,0.824512771472494,0.99970875222106
"CAALFM_C101630WA",1069.28528508573,-0.0109587200687287,0.0562675282837669,0.435107854431764,0.99970875222106
"CAALFM_C101640WA",4730.54075043061,-0.00103699502149427,0.056495477924771,0.812965859653394,0.99970875222106
"CAALFM_C101650WA",1748.44381739683,0.00131014685554514,0.056475357537061,0.795159458016898,0.99970875222106
"CAALFM_C101670CA",663.002602346053,0.0166910762250551,0.0564719322445231,0.377752580097834,0.99970875222106
"CAALFM_C101680CA",1078.05598550544,-0.000178594022929759,0.0564860255591762,0.962163446887513,0.99970875222106
"CAALFM_C101690CA",24174.4066119317,-0.00317883932394721,0.054945840066894,0.764927665245146,0.99970875222106
"CAALFM_C101700WA",1934.5391475822,0.00360603727940021,0.0558136339114594,0.72662619088671,0.99970875222106
"CAALFM_C101710WA",547.396602660991,0.00524975947800433,0.0553199095236631,0.695573856461684,0.99970875222106
"CAALFM_C101720CA",1342.30025555448,-0.00362693360265454,0.0564356334295468,0.585581819396748,0.99970875222106
"CAALFM_C101740WA",44.7280982560204,0.00561637119659978,0.056397980457756,0.5173334365606,0.99970875222106
"CAALFM_C101750WA",403.524161958228,0.00393406089004378,0.0558579113461424,0.713772478937595,0.99970875222106
"CAALFM_C101760WA",593.620915862336,0.00125655728603922,0.0562031056604467,0.867023718910317,0.99970875222106
"CAALFM_C101770WA",343.260721867946,-0.000961837460451935,0.0544201258103314,0.94988557322087,0.99970875222106
"CAALFM_C101780CA",598.625315600316,0.0068682618955515,0.0556780715777088,0.596168957112871,0.99970875222106
"CAALFM_C101790WA",1780.50557860638,-0.00365817646873418,0.053691098329149,0.834056678942853,0.99970875222106
"CAALFM_C101800WA",752.702635964446,-0.00388111548477308,0.0545543536267666,0.799448681679129,0.99970875222106
"CAALFM_C101810CA",1806.02548056923,0.0018546536292674,0.0565855731462379,0.629802832480221,0.99970875222106
"CAALFM_C101820CA",604.003690942026,0.00691094173513286,0.0539045148763219,0.709447786101681,0.99970875222106
"CAALFM_C101830CA",1515.25025560645,0.00224985056979057,0.0563824273308652,0.723113767881468,0.99970875222106
"CAALFM_C101840CA",638.072509305812,-1.59744124440931e-05,0.056423216663619,0.992901076188487,0.99970875222106
"CAALFM_C101850CA",691.828066168166,-0.00474645523355468,0.0554628976405646,0.70088428576038,0.99970875222106
"CAALFM_C101860WA",2727.06036972924,-0.000814082383033894,0.0562811463428617,0.897443922085952,0.99970875222106
"CAALFM_C101870CA",8169.16359601994,-0.000828288218143541,0.0562603104451041,0.897767935667522,0.99970875222106
"CAALFM_C101880CA",307.74309757067,0.000986816221544992,0.0557221901033313,0.925531599181088,0.99970875222106
"CAALFM_C101890CA",1432.15753374229,0.00450983475938993,0.0565369826970955,0.500840329856057,0.99970875222106
"CAALFM_C101900CA",654.428208126365,0.012910199492354,0.0562172164505138,0.421236827952541,0.99970875222106
"CAALFM_C101910WA",2490.215180246,-8.40405538591164e-05,0.0564941513513969,0.976400902536661,0.99970875222106
"CAALFM_C101920WA",791.355125407343,-0.00088570457012763,0.0560769014519146,0.903265420708918,0.99970875222106
"CAALFM_C101940CA",732.17499647289,-0.0035243792054515,0.0562435729340584,0.657912940492862,0.99970875222106
"CAALFM_C101950CA",801.901010419283,-0.00118129792712506,0.0536953753174715,0.94201752467073,0.99970875222106
"CAALFM_C101970WA",1.69000121807329,-0.000285239640665779,0.0566494502316033,0.83675515270752,0.99970875222106
"CAALFM_C101980WA",207.081424421677,0.0155847421988526,0.0566704982224339,0.365180193435595,0.99970875222106
"CAALFM_C101990WA",6.05318018615283,-0.00673339976985802,0.0570703632306149,0.14957595777473,0.99970875222106
"CAALFM_C102000WA",1557.64896910606,0.0020299155184853,0.0560980242118948,0.810033409527611,0.99970875222106
"CAALFM_C102010CA",325.267822604866,0.00267421075433247,0.0549308940272107,0.84763578257842,0.99970875222106
"CAALFM_C102020WA",154.43096547731,0.0118547205336941,0.0571822197703989,0.316390022110201,0.99970875222106
"CAALFM_C102030CA",332.361033248974,0.00839751728117787,0.0559904672009852,0.518304085209399,0.99970875222106
"CAALFM_C102040CA",911.691820804988,0.0007707866377131,0.0561671368776872,0.918516349170595,0.99970875222106
"CAALFM_C102050CA",1866.0743141377,0.00454591367157415,0.05647824860399,0.527651958473005,0.99970875222106
"CAALFM_C102060WA",1203.11652881811,0.000676863475741003,0.0564189800891234,0.90405373031296,0.99970875222106
"CAALFM_C102070WA",20.0201510540313,0.00590191997131571,0.0566791375879021,0.403000569502546,0.99970875222106
"CAALFM_C102080WA",515.603978439051,-0.000912786126797384,0.056450245314728,0.851416014091579,0.99970875222106
"CAALFM_C102090CA",264.86322000713,-0.000882067304260063,0.0562579779854765,0.893825132199104,0.99970875222106
"CAALFM_C102100WA",314.435944896397,0.000120677817915973,0.0561445818691069,0.990249318812386,0.99970875222106
"CAALFM_C102110CA",601.189136875657,0.00513738236441489,0.0568443449419425,0.248463735169643,0.99970875222106
"CAALFM_C102130CA",518.801697548155,0.00604918330597471,0.0563941796749652,0.507272984061784,0.99970875222106
"CAALFM_C102150WA",180.94284486817,0.00331467889069627,0.0566565206150978,0.43267951606662,0.99970875222106
"CAALFM_C102160WA",178.770979518583,0.00221373286588777,0.0552069453852155,0.863089449987395,0.99970875222106
"CAALFM_C102170CA",80.7803201578475,-0.000858971361240901,0.0562145818879096,0.902344964464259,0.99970875222106
"CAALFM_C102180WA",793.183362107256,0.00414259955930123,0.0557705147119279,0.707788127700011,0.99970875222106
"CAALFM_C102190WA",548.35640572339,-2.73119461200676e-05,0.0565784526721022,0.985178410403592,0.99970875222106
"CAALFM_C102200CA",126.461823072008,-0.00104151035577635,0.0558898421304733,0.90887767504799,0.99970875222106
"CAALFM_C102210WA",853.194398336414,0.0034176637667535,0.0564470556610173,0.599458378853435,0.99970875222106
"CAALFM_C102220CA",458.348913595926,0.00390289774329689,0.0563513706185071,0.607766301464319,0.99970875222106
"CAALFM_C102230WA",2183.87378584879,0.00614361624811179,0.0548830608551234,0.677338574330773,0.99970875222106
"CAALFM_C102240WA",3413.05543925499,0.00125837198510615,0.055853852693645,0.898264695867879,0.99970875222106
"CAALFM_C102250WA",1546.37426581834,-0.0270961169344958,0.064441190848208,0.0374938113568286,0.99970875222106
"CAALFM_C102260CA",1888.28135657141,-0.00955878351121435,0.0541223712705985,0.609938163916482,0.99970875222106
"CAALFM_C102270CA",476.115285732773,-0.00369394756175622,0.0567600636580664,0.243415614007496,0.99970875222106
"CAALFM_C102280CA",458.629325154409,0.0060484338163325,0.0536834944244274,0.766510835369141,0.99970875222106
"CAALFM_C102290CA",874.739338980006,-0.00235885169087244,0.0562749302088627,0.738942107551016,0.99970875222106
"CAALFM_C102300WA",269.647121010002,-0.00594584576506951,0.0561153793848994,0.570946726468564,0.99970875222106
"CAALFM_C102310CA",283.815381546999,-0.00669139586444545,0.0561312143436516,0.535994894810291,0.99970875222106
"CAALFM_C102320CA",1442.17295164627,0.00753963553365335,0.055490342329842,0.59151025513723,0.99970875222106
"CAALFM_C102330CA",19715.3377033408,-0.0019704303638247,0.0564884205929804,0.690420078175296,0.99970875222106
"CAALFM_C102340CA",46.5806565130935,-0.00641448254021454,0.0568230101460728,0.326034323230837,0.99970875222106
"CAALFM_C102350WA",855.912313982898,-0.000461291934408426,0.0562973986000365,0.938736756423843,0.99970875222106
"CAALFM_C102360CA",51.274462176211,0.00152723123274003,0.0561098546498592,0.851143107202674,0.99970875222106
"CAALFM_C102370CA",1401.1650632541,0.0021871469408831,0.0562913519198721,0.759890412243379,0.99970875222106
"CAALFM_C102380CA",139.63728924262,-0.00600830369770578,0.05582029005313,0.605877351501066,0.99970875222106
"CAALFM_C102390WA",551.475808292576,-0.00210571905746776,0.0552881108570208,0.863739041670015,0.99970875222106
"CAALFM_C102400CA",793.691586033886,-0.00269724128825128,0.0563129970566325,0.694468650889347,0.99970875222106
"CAALFM_C102410CA",902.408307074765,-0.0167911855864676,0.0573012418017635,0.323402269891288,0.99970875222106
"CAALFM_C102420CA",9537.89865612296,0.00471592984908719,0.055428659541838,0.712561056952529,0.99970875222106
"CAALFM_C102430CA",4565.78125783437,-0.00161636371685276,0.0563455768438915,0.792312200416877,0.99970875222106
"CAALFM_C102440CA",442.425478731736,-0.00772858357599644,0.0563930582485663,0.465427213240938,0.99970875222106
"CAALFM_C102450CA",1041.8384316209,-0.000321549604997168,0.0565742293165232,0.911964747860031,0.99970875222106
"CAALFM_C102460WA",72214.4509013599,-0.00144938772620473,0.05642059944243,0.785672962153054,0.99970875222106
"CAALFM_C102470WA",240.619384590988,-0.0021042866564606,0.0554321626106093,0.856555879711456,0.99970875222106
"CAALFM_C102480WA",5398.55145173504,-0.010227755708031,0.0569168255542833,0.408605180644352,0.99970875222106
"CAALFM_C102490CA",655.704921155384,-0.00117105181067443,0.0564523080723611,0.813625697943909,0.99970875222106
"CAALFM_C102500WA",252.406123845742,-0.00591660236590601,0.0562345603533027,0.544163698544015,0.99970875222106
"CAALFM_C102510WA",414.694743261632,-0.00617642876528665,0.055291883119458,0.655789920840032,0.99970875222106
"CAALFM_C102520WA",3.71743369360036,0.00119827673803495,0.0565695095399488,0.739999671138612,0.99970875222106
"CAALFM_C102530CA",2159.11214588516,-0.00128562588750403,0.0563896204432877,0.819860458390261,0.99970875222106
